path,tracked_status,ignored_status,file_type,extension,size_bytes,sha256,lfs_tracked,referenced_by_count,referenced_by,producer,consumer,classification,proposed_action,justification,risk_level,immutable,content_may_change,notes
output/rm2_sentiment/tables/sentiment_development_human_reference.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,360476,acd8cd4c030d2d8d66a8e337f9f6689a73811f0e1ab77a391270450b5950d76f,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_final_validation_report.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,5075,7991714d3f00d763d3d7422a015cb9fd94a4fbd9894eec0acb883ccb16e5c73d,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_heuristic_reference_guideline.md,tracked,not_ignored,unknown,.md,905,d14560ffb58d52257e2840798652ee2aa1f17d64aa5a86d8e29eb2bbe592601b,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_holdout_heuristic_reference.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,111919,89bf37560ac0268accc82fccfc512751aa927ec7b5ac15e477e42f5768b00aea,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_label_mapping_audit.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,6259,29c63e915af272242c2865033c4d72d79020b26b60e081571a2ebd3933930c24,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_locked_test_human_reference.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,276628,7eff24e9e53bb73a8fafd9b7b3ac884d489719d3fb52897251154a7017751809,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_benchmark_development.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,9493,8660b605a528a25c3e75097f4c7abc62656ecca31d3fe56ab19850d2b9f921c2,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_calibration_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1736,f602b71543d14f13a1a1076a1aa0c1e7ab5325c5a02295a3f025825764d5e0a0,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_error_analysis.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,121638,3bb006d931de17389e1fea1079ade24f603434caa15b785feb2126f8e59a5cfc,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_holdout_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1074,dfb4254afd8fef1cfbbb071d04d1956130615d4f1989f468467d5243076d39e8,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_locked_test_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1074,dfb4254afd8fef1cfbbb071d04d1956130615d4f1989f468467d5243076d39e8,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_per_class_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,469,b9d692c75febd5519463789e01c42addb68623bb769bb11f2073b42484de1c8f,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_selection.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1140,d26b838fc434a528280b3923995efd8c6a87a6c2d87090d03269024202852e60,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_model_selection.json,tracked,not_ignored,application/json,.json,1349,7b9071bab449a01a885afa6c4afa99ab766bb8ea3d8f7d89b8acc9bf37a8e96e,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_pipeline_audit_before.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1919,c8e712c473b14849182b0f93f91c5c003be057195462b7a0c39efc88723b1b3d,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_previous_validation_ids_excluded.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,51579,6e7b27536529b17fe13ddd106145789031477dfa09b859ad090781c3745167ad,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_repeated_cv_metrics.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,61096,71907bebe2af28bfbc7153af555c5eb6ee549ba6ce21aa373774fa66dfdfe7c5,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_repeated_cv_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,7635,e2028f6514f87f313c48271662164497c11ceb3c0c883f2fb3cbf78d946c6cc9,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_selective_classification_curve.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,25176,d02d4c7874b5f61d6e21f2e0233d4a500695eddd85572c887ddb5509708c2fa6,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/tables/sentiment_text_quality_audit.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,5654,775ead46bf2f45300c80eb5a2e225ec926ffb9fb397412556e53ef170c651b9c,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi/hcc_goal_orientation_confidence.png,tracked,not_ignored,image/png,.png,117073,4d60b5a6d65314b39f7a7fc2a324b49c245f44b328cd9ae0cbfad6a6099f7cb1,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi/sentiment_hcc_vs_nonhcc_100pct.png,tracked,not_ignored,image/png,.png,69603,125876dea2bf4bf4cc9797800a1f6547e190126f0c677605a30dcd82d63f602c,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi/sentiment_validation_confusion_matrix.png,tracked,not_ignored,image/png,.png,87577,f5e542703b967ebfdde6fc05fc757b2648e6c3a6801baa1551573b3bc96bbb68,False,0,,legacy Sentiment V1 pipeline,legacy comparison and report,LEGACY_REQUIRED_FOR_REPRODUCIBILITY,Keep,Classified from path pattern as LEGACY_REQUIRED_FOR_REPRODUCIBILITY.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi_exploratory/wordcloud_hcc_by_sentiment_exploratory.png,tracked,not_ignored,image/png,.png,1158343,db19b944b18d0e6606b707d8af37a023e091f051e3846bbfdde9b036bc8a8a75,False,0,,exploratory visualization,presentation context only,EXPLORATORY_OUTPUT,Keep,Classified from path pattern as EXPLORATORY_OUTPUT.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi_exploratory/wordcloud_hcc_vs_nonhcc_exploratory.png,tracked,not_ignored,image/png,.png,902474,18b8a42a2aeb75a96ebd9aa9964279e39d8a5a6f29ad6fddc52cb8f91181d8ab,False,0,,exploratory visualization,presentation context only,EXPLORATORY_OUTPUT,Keep,Classified from path pattern as EXPLORATORY_OUTPUT.,MEDIUM,True,False,
output/rm2_sentiment/visualisasi_exploratory/wordcloud_top_terms_exploratory.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,3018,c9d1ecc6474a7576518a7432d79473527f6104a52736d32245ac9452ffc82f0b,False,0,,exploratory visualization,presentation context only,EXPLORATORY_OUTPUT,Keep,Classified from path pattern as EXPLORATORY_OUTPUT.,MEDIUM,True,False,
output/tables/co_conv_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,90407,76a38643baebb7218b80aedb85aa471ed355d6ae32829d914d0ccfe6fda56dd1,False,1,scripts/build_rm2_community_mass_account_network.py,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/co_reply_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,13268,588b398d3d0bfd64cab4a3f3d96c54f0221b34a29b51f51abeff31b4fabe5cfc,False,1,scripts/build_rm2_community_mass_account_network.py,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/co_temporal_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,14564,987173c20bb529cc48358a61d6b1fa180baf684e8f90082dafd8e4788445b300,False,1,scripts/build_rm2_community_mass_account_network.py,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/focal_structures.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,12277,b86cc8892bcd007ed58ad8bb2a79cac4814c25ec6cf706b5549e344e4bc7a1c1,False,1,README.md,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_brand_profile_auto.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,9582,38197ac84f5479b0b9d220d01382dd51c08eeb770d21ddb6a3e437dcdef49d9e,False,1,README.md,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_copypasta_candidates.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,16903,22d5486f3cf9079daa97edceb4c3dd96140c9c6ae75b9592e0aba05a0e04bda2,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_cosimilarity_pairs.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,212702,c0d30f0b333a5cd82f934bec0ecdacbe106a4ad11150539e33c3c6cbf3f12a53,False,1,README.md,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_cosimilarity_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,5984,358efb2da99c7822dec8b5d2319e9edc450b055109b0475bd264d93ce28a7f3d,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_all_communities_complete.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,22862,95da3c7a3afb20c21642d073dbf907b34c6891a13315be40ff7553b3e4e09e90,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_community_summary.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,4454,c74cb4687a94c0d03e236d22ef879e600736108502fe9a0a99161824900154f5,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_matrix_frequency.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,12954,58ad975f21e62714ededa11bc189b4d8afe27b2623eaae60d2a0ab183ee35cc5,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_matrix_users_exposed.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,12972,58e9ab8f544dba03de11924a8d3dc89ec67d14599cf4afaec48c7a87ff345a5b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_profile.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,15287,4f75b42b3a7fa907e8646c65133aac4680d04a4ed10bb2b97b17f93511947074,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_summary_overall.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,3728,b0cfb6ceb730fadc459ea4644b539bff42a4c33d4f678c95cc37260deebb23d4,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_hashtag_top_by_community.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,12515,84653b5fb36e1e22051ccceef811e904af22a46871ea86e815f4ac365839af3d,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/hcc_mention_profile.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1436,6c07b47ae32c6be841ccc4ce5a55643c93cdf29e35f82f0f9826cc6a6274ae5c,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/pre_filter_co_conv_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,17393672,c8168bf6428ab2d564a05ec36004b5de7c1e7bd1f204fed64beb76290e5e959b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/pre_filter_co_reply_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,1296,9c76efa5e1959431a7a27f09d36bf950f273b040e89a70c99fbc514585905630,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/pre_filter_co_temporal_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,105124,60d763b305dc153b8a20339a348db9a1c97845270be96b7b32e49e216a9a89d8,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/pre_filter_combined_evidence_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,41740498,1f053933d94d26510d272ca22004cf24a00ca416605d14310fe53ef9aee0be24,False,1,README.md,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/tables/temporal_edges.csv,tracked,not_ignored,application/vnd.ms-excel,.csv,10256,ca0ed591a65183ff16b9064feb019b7959aad0ded41006fa08a490b3303b0c07,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/HCC.png,tracked,not_ignored,image/png,.png,245503,e0f92531b2a6e670bc88c0896c43989d9c1b6325c82d1eebc9f3f49e91d2042b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/HCC_hashtag_by_community.png,tracked,not_ignored,image/png,.png,330636,89bf691de5601056b7d287899881a7292c441053f0b7a07d1848361d45b67729,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/HCC_hashtag_heatmap_all_communities_top20.png,tracked,not_ignored,image/png,.png,563058,8604cbe62269ebec3b8bf2b7e7aca14f1fcaedee5b243d5ea82a3443744a403b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/HCC_hashtag_overall.png,tracked,not_ignored,image/png,.png,511952,591bb118696180d220dae39cfa0ef19b6f7a18b07cb4e594e5938d3352f8f7fd,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/HCC_hashtag_per_account.png,tracked,not_ignored,image/png,.png,568328,0fdcb3013c1a879c56ff59efac8feb4939a770cb7ec85b34314877e82c091a7f,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_by_brand_boxplot.png,tracked,not_ignored,image/png,.png,129443,f79265e7266258fef60fde490787854630c74194fae08b9bf55078d7e59198fb,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_by_hcc_bar.png,tracked,not_ignored,image/png,.png,108818,8d4007f5fa12d9e5d7654c899543833c2373b99a080586d0266ef58475ee77ea,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_matrix_top10_maxsim.png,tracked,not_ignored,image/png,.png,104738,66067c17692f66e4a5ee96c05b5fc99adbf215ce7ea5b6809f85d4c9903c04e0,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_matrix_top10_ratio085.png,tracked,not_ignored,image/png,.png,103920,3b9be042cdf0628704965b10a69625cf657491fa4eae394a9c10ba0e79ab955e,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_matrix_top10_size.png,tracked,not_ignored,image/png,.png,114498,d4ba179df1bafcd1cfe9c5be9f8031aa2e06d354dd3f8cc9818f7b89d8987893,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_cosimilarity_matrix_weber_style.png,tracked,not_ignored,image/png,.png,331830,9b44af56bbc8aeed90b64eb780fbb336aab275ef8db091376e108fd2450dc225,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/brand_similarity/HCC_top_copypasta_candidates.png,tracked,not_ignored,image/png,.png,402436,c824c1f9d904874798c580e24781d50f982073253ba989cbc64d337af5d2194d,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_103_hashtags_frequency.png,tracked,not_ignored,image/png,.png,370559,316bce4542e42b1cb973d8bb2b90c96a862c243f73ef7b42ec7bb05c9e725bfd,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_103_hashtags_per_account.png,tracked,not_ignored,image/png,.png,367632,33df85a616f12c42e3e8495cf71b7a1fc516f22e43bbc67dcc997ea0f1aaa86b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_113_hashtags_frequency.png,tracked,not_ignored,image/png,.png,204750,7f6cf61e1f490e20bfc8de97cb548600c14689b69800dae0c69fb899a87a140f,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_113_hashtags_per_account.png,tracked,not_ignored,image/png,.png,196922,b045058a35183af186cc4fd366b4f055e3da3c64f1e22bda63593e80e1f3b973,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_114_hashtags_frequency.png,tracked,not_ignored,image/png,.png,174694,9de55394135e07f814c59b7f669f463a2f64e1857e6e6fc5e033059a0c89c24d,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_114_hashtags_per_account.png,tracked,not_ignored,image/png,.png,168933,ee5f904b39a4a119a5cf27ae90c77fc89c2abd8d5d128fdb6addd3ff573cbd5a,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_117_hashtags_frequency.png,tracked,not_ignored,image/png,.png,176609,4953796e9f865b390210ac6eae7a1720f3bc71dfa3a0b5ec7404e8aef05a2ee4,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_117_hashtags_per_account.png,tracked,not_ignored,image/png,.png,169686,e9c443886cf6543d338a4430050f0c687e996cb3af3770a1b66b901f81c1988d,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_132_hashtags_frequency.png,tracked,not_ignored,image/png,.png,200376,5399db88782240bc31c2aa66fb85105296020cd732a3d9859eaab5897ac48b31,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_132_hashtags_per_account.png,tracked,not_ignored,image/png,.png,195578,573487ad9418094cc38ea80c3b64a9abcd9b565faf7ef1a1d5d169a2195ae2eb,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_134_hashtags_frequency.png,tracked,not_ignored,image/png,.png,299845,d8da9e66f4e69f2137ebf00ae804d561dd3d03b0f31b5518e3e7c521077d5a77,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
